Order Date,Purchase Order,Customer ID,Customer Location,Order Req Amt (Ton)
15/07/19 01:48,647a9bdf-97a7-4259-8189-258fed9643bb,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,261
15/07/19 05:10,0d4fa42b-376c-4019-a3a6-a76009ab95e3,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,71
15/06/19 02:53,bbb5a2fe-fde1-43c8-b8bc-b881cedc9f6a,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,272
15/06/19 05:29,0ce77eac-fa38-4cfd-af55-f51637172306,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,72
15/06/19 05:57,509a136d-684d-413d-8e78-b23b61d87bf8,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,295
15/05/19 16:14,dda3be20-68a9-4119-967d-52b5fbfd3e9a,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,108
15/05/19 18:41,f288efdf-c78a-47f0-89da-99e7125582cf,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,160
16/05/19 05:36,fada2456-d5b4-40f7-963f-60b0d3aba72c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,342
15/04/19 12:01,068d254b-16d2-4c46-8fd9-fa71d72a1207,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,182
15/04/19 20:56,bb2c78b4-26a4-4064-bb8d-b6fb55bafaa1,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,320
16/04/19 04:26,b299ed21-f77b-44cc-bb17-5e564530fb1c,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,146
16/03/19 07:12,4b036ed4-b2d1-4a41-81c7-7751ec8104f9,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,121
17/03/19 02:57,6c7439eb-e86f-4763-a79a-eef2b8392e68,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,280
17/03/19 04:16,fadcd83f-f27e-4467-b986-3233de0714c7,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,239
14/02/19 09:17,e9525721-95ad-4d27-9029-a1cadc52aa2e,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,119
14/02/19 22:40,d2026536-b017-4e66-91a3-ce05202fedb8,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,263
14/02/19 22:42,c9ca92ed-a32e-46db-a6ef-60fe0cd7c0db,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,204
15/01/19 22:04,6bcb24df-241f-4313-a986-1e88fc2c2319,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,144
16/01/19 01:08,492a8270-b3c5-4573-8577-52be2407e7b9,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,118
16/01/19 05:58,9a141bde-9a8f-4ca6-b446-853a7e275dcd,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,314
16/12/18 14:44,b73ba9aa-19e3-4b42-86bf-802564e56484,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,195
16/12/18 18:36,93ff2f23-8095-4bab-a524-3f4c73a97cb9,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,152
17/12/18 05:08,bef2b093-c9db-4113-9049-2ccf81f3d7bc,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,135
16/11/18 10:09,799fca2b-f73d-4fb2-a647-5e6829182a75,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,334
17/11/18 01:10,1c11805f-a6ac-4b51-8e62-15dd96dd570b,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,110
17/11/18 02:39,94be7994-b063-4f15-a045-34eb5b7e889a,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,232
17/10/18 14:36,1cd11ea2-11f1-4dd2-9c58-795354d5e5f9,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,141
17/10/18 17:20,4446739b-9a4f-4fe3-b5d4-51d2b780bf44,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,67
17/10/18 23:30,1d3a2166-ece9-4448-9ba0-cfcc595c7b24,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,186
17/09/18 08:36,20ef6e3f-c003-4b42-a5b5-63672a7b44f8,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,216
18/09/18 02:24,5864ea6d-b64b-4e93-9085-92ac9168814c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,260
18/09/18 03:16,19dfbfc4-2ed8-48f8-8fa7-635fcf8dd825,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,108
18/08/18 18:47,cca5e600-7f6a-4bd9-86fa-678889ad302c,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,264
19/08/18 05:07,010191a9-961b-49fe-8a25-18b37a73a5aa,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,96
19/08/18 05:55,431a8c7d-4af1-4b85-885b-4b4d953ef29b,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,367
19/07/18 16:16,2bd97f3f-2189-4c14-907a-0a0522bb08db,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,278
20/07/18 01:09,9700d9a2-539f-4716-8867-682d4f33146f,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,66
20/07/18 02:40,def11284-0fb1-45df-a163-c0a7ff3fbe65,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,359
19/06/18 06:53,9f397798-e130-499b-aedb-6c3b1feb6aa2,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,282
19/06/18 23:18,b92c5ed5-d2d7-4051-9bd1-b4d856160b6d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,72
20/06/18 05:34,e85333c9-289a-48c9-aeb2-482a4a3d3023,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,241
20/05/18 12:09,9dc2457b-d9b6-4727-a058-13b83569f43d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,135
21/05/18 05:36,c109d4c1-ef52-4f09-ba7c-2a812b251d1b,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,277
21/05/18 05:36,5c224456-ccef-4a57-8a06-c98ba30488a6,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,294
20/04/18 10:36,5f616339-3000-41f8-b7ce-9c82b7613559,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,226
20/04/18 18:16,e4e35642-c02d-4526-9ba2-996315159b9c,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,100
21/04/18 01:33,1807b40d-6760-4a37-b0e4-a90fc07e89c9,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,401
21/03/18 23:44,188a93ef-8d44-4174-9535-1635824b14cc,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,68
22/03/18 01:43,dee675d2-384d-4f96-8a5d-fd5b39427a80,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,260
22/03/18 02:27,fd5db53a-53e1-4ef3-bba8-81cd5a5b9517,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,243
19/02/18 21:12,8c707cd5-4e3c-4df5-9031-25d7fe989396,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,61
20/02/18 03:34,e6a72b91-afad-4154-be13-abd224b6eadf,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,275
20/02/18 03:54,0746af48-236e-4388-9e42-1e2506a3d0da,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,221
20/01/18 06:59,0ee89308-9687-4da7-a0ac-6e0397399bd2,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,258
20/01/18 16:28,24f6f68b-d037-4af2-9a40-63abba3717fa,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,120
21/01/18 00:57,beee2f05-c050-4268-a09f-50ffd6c054da,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,408
21/12/17 20:03,955ffe89-eeb0-4e94-b37d-49a94b57f43d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,104
21/12/17 21:23,8471612c-9caa-4d0b-9d19-ff28497e9c13,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,125
22/12/17 05:50,d8ea5bc7-e48e-47b1-9405-842410dea201,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,425
22/11/17 02:47,5b642907-941d-4fc2-b109-2db4085c777b,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,236
22/11/17 03:34,300ba8e0-5d73-400b-9338-6284a305ba90,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,126
22/11/17 04:19,a35324d3-9cbb-4ca8-8569-d7bd74b74c19,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,376
22/10/17 13:47,7fc0b76f-494a-4ea2-896b-765f274d86bd,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,208
22/10/17 23:21,c595a3b0-a55a-411d-bac9-dcb936bdbab7,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,234
23/10/17 00:59,086cad51-5e5a-4391-b404-2db249b52411,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,124
23/09/17 01:54,fff636f6-850c-44c5-8028-452a534c3333,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,164
23/09/17 03:13,9b790adc-691d-4034-b5c1-3adeb1748fce,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,105
23/09/17 03:47,fca7a730-2279-4c5f-b5d5-565263c34790,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,52
23/08/17 07:28,2943f076-6321-4fd4-a06d-79223b527779,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,259
24/08/17 05:34,941729dc-09da-42c4-ae70-e8618ed93b03,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,308
24/08/17 06:02,2004ab09-a62b-4e78-80c3-a895acd190d2,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,52
24/07/17 09:40,04d66120-14c4-4233-a9aa-5c90ede2ae25,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,121
25/07/17 03:13,58b3a0c7-838a-4473-b910-bb682e3d291e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,426
25/07/17 04:17,601b7911-40f5-4864-ad98-205065b5c734,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,154
24/06/17 22:56,613fdae6-ea2b-48a6-924f-99d5a3bc01c4,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,116
24/06/17 23:11,c90fdb0b-0722-4499-9f6e-0c55df97a753,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,84
25/06/17 03:30,9c0f1f0d-07f4-43b7-9fa1-d96b285d8154,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,235
25/05/17 23:49,27274f6e-18df-4a01-9ab9-948b2708047e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,333
26/05/17 05:06,c190815d-e225-40ac-8d4a-ab6d62a79d69,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,86
26/05/17 05:51,493d9f27-3753-4b16-8bf3-629d57e71335,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,131
25/04/17 12:12,1893e106-bf71-4374-b70a-23370336f142,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,124
25/04/17 15:53,18487038-b8a9-424e-9096-35807fb8ef57,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,136
26/04/17 02:54,f34be0a5-2364-4945-a3d0-027f6e34f2ee,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,197
26/03/17 18:10,2c713247-b860-40e8-9832-04789ad61a7c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,349
27/03/17 04:54,056cb0d9-599d-4492-ae44-a2ca70f54b6d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,132
27/03/17 06:00,f577ed6e-d6ff-4ace-9133-15adc6e0eaa5,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,111
