Order Date,Purchase Order,Customer ID,Customer Location,Order Req Amt (Ton),Fullfilled By ID,Fullfilled By Location,Supplied Amt (Ton),Cost Of Delivery ($)
06/12/20 03:43,60e058c2-885b-4f6f-9e94-429979af5eef,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,73,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,73,584
05/11/20 10:50,e181f8f4-d517-4c81-b73d-4e201867dd20,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,185,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,185,1850
05/11/20 13:29,0466ebc5-faef-4d5a-94e9-a5260d8ab396,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,292,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,292,1168
05/11/20 18:18,000ad40c-a1d4-4701-9790-2c3e9e591bec,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,134,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,134,1474
06/10/20 08:44,6b03024e-5c59-4ef9-b01c-74b2a5e9f306,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,187,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,187,1122
06/10/20 13:28,b6222810-af88-40f4-9f40-686abc3cbed5,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,297,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,211,2532
07/10/20 03:24,6d10cbd9-b7ef-4d16-ab26-dbecf918dc91,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,144,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,144,1584
06/09/20 19:42,a9cf700c-89f2-4a34-bd95-b7ca4fc90e78,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,317,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,282,3384
07/09/20 01:25,e3bcf02a-8708-4f4c-9f8b-dd73c0469f57,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,78,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,78,624
07/09/20 02:59,e88b928c-0c70-474b-ac99-2d9f088da4ef,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,186,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,146,1022
07/08/20 11:10,b1a8dee5-afa3-43e2-be8a-20fd5185fa1e,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,86,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,86,946
07/08/20 21:20,d871b579-d171-434e-91cc-dfb97e123a13,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,236,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,236,944
08/08/20 06:00,bef304f7-d0a2-458f-b5de-ba61a0addb13,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,163,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,108,1188
08/07/20 10:51,10aab08d-471c-4c14-a83b-4fcd7aeb9696,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,52,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,52,416
08/07/20 18:58,1bd2c778-1456-4884-b0fc-e7985d4a38fd,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,251,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,238,952
08/07/20 23:40,9b8cefe0-610f-4f65-a795-fb0a3f4a181e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,283,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,90,990
08/06/20 09:11,83bc6dae-2124-4f59-ae4c-5fde14a8bf53,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,73,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,73,584
09/06/20 01:31,d200a121-4ef1-4779-b30f-a80e7412b7d8,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,435,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,146,1606
09/06/20 01:49,28b629c0-add5-4548-ace9-bab3d0f9e4fa,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,197,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,139,556
09/05/20 17:12,aa299990-2fa5-4061-9647-08f69878e78a,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,443,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,339,4068
10/05/20 01:53,af902384-358d-42fa-b343-339b688c6a9d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,62,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,62,496
10/05/20 02:16,5081b04f-e3b0-4b4a-b00b-6bb2831e0b01,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,258,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,228,1596
09/04/20 20:12,d0178950-ea94-4596-a9f0-36a0c9562169,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,130,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,130,1040
10/04/20 01:36,4e37404f-9ab3-462f-af41-fe34169dfc96,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,409,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,149,1788
10/04/20 02:40,41b54250-7dba-4cfd-bf73-3dfdd672b5fd,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,177,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,102,714
11/03/20 05:50,6c86f314-cdc3-47c6-866f-a9fe4a19bab6,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,137,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,137,959
11/03/20 06:00,3d8497bf-a69a-4c60-a8a0-4d460d7a3503,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,78,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,78,624
11/03/20 06:02,a2682e8d-0545-4e07-a4f9-d7476ad3bbbb,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,377,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,307,3684
09/02/20 12:05,8ba5c9f6-0f2a-48f5-915f-45098946387f,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,272,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,272,3264
09/02/20 18:35,80c3378d-17ae-4c56-999e-606fecc6c961,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,270,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,220,1540
10/02/20 05:00,9f7f61fc-1296-46d4-b55a-0da4c5adbeae,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,139,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,135,1080
10/01/20 11:15,6adc40a7-7a53-492f-8d45-be7c5e1c4835,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,133,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,133,1064
10/01/20 14:02,7e391326-fbb4-42b5-a62f-b4a7f1b6a83e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,160,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,160,1760
10/01/20 21:38,72b07847-ab62-4748-ad96-87c3c9e96a1d,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,272,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,272,1088
11/12/19 14:21,dbd8cb4e-a75a-401e-83a8-f0c1341b72a7,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,404,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,299,3588
11/12/19 16:41,1eb9b50a-58ce-4d00-b2dd-3c4a8e807c6a,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,128,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,128,1024
11/12/19 18:20,d86e2e0a-b2df-452b-92c1-18cd9d28be74,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,140,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,133,931
11/11/19 20:45,a4e4e90e-5932-4232-967c-0d34e23ee2fc,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,101,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,101,1111
12/11/19 05:08,a45a330c-e1aa-48d1-bfc8-b9eed7ddda1e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,227,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,216,2592
12/11/19 05:40,95752ef1-303f-4992-afda-702585c8793c,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,189,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,78,546
12/10/19 15:43,1306e55e-9757-40a3-9b97-74144840f561,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,302,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,217,2604
12/10/19 23:05,1ae5c63c-4c89-4dac-88d9-1d634035d971,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,170,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,170,1020
13/10/19 01:52,eb9fa2a2-3a14-4ce0-a131-5ef493095dca,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,73,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,73,803
13/09/19 01:21,067c7c2d-e6ff-46d4-a6f4-0cea00e94182,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,170,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,170,1870
13/09/19 05:04,366f1306-d33f-440d-9831-e9746ac39835,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,170,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,170,680
13/09/19 05:23,236a37a6-6d0e-4932-a6a0-ece76cd5771c,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,146,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,146,730
14/08/19 05:41,e343d588-643e-4952-a37f-5d21fb2bc159,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,183,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,164,1804
14/08/19 06:05,dd652a99-5df3-451c-9456-3ed00d265e5e,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,123,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,123,615
14/08/19 06:07,c1a8ffe6-7cfe-42cc-9b5d-89ddf7242a2b,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,221,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,109,654
14/07/19 12:18,22ffa6d8-0702-4020-aa51-5fc312230fa9,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,392,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,224,2464
15/07/19 01:48,647a9bdf-97a7-4259-8189-258fed9643bb,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,261,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,162,648
15/07/19 05:10,0d4fa42b-376c-4019-a3a6-a76009ab95e3,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,71,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,71,568
15/06/19 02:53,bbb5a2fe-fde1-43c8-b8bc-b881cedc9f6a,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,272,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,272,3264
15/06/19 05:29,0ce77eac-fa38-4cfd-af55-f51637172306,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,72,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,72,576
15/06/19 05:57,509a136d-684d-413d-8e78-b23b61d87bf8,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,295,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,195,1365
15/05/19 16:14,dda3be20-68a9-4119-967d-52b5fbfd3e9a,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,108,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,108,864
15/05/19 18:41,f288efdf-c78a-47f0-89da-99e7125582cf,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,160,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,160,640
16/05/19 05:36,fada2456-d5b4-40f7-963f-60b0d3aba72c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,342,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,149,1639
15/04/19 12:01,068d254b-16d2-4c46-8fd9-fa71d72a1207,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,182,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,182,1092
15/04/19 20:56,bb2c78b4-26a4-4064-bb8d-b6fb55bafaa1,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,320,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,156,1716
16/04/19 04:26,b299ed21-f77b-44cc-bb17-5e564530fb1c,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,146,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,142,710
16/03/19 07:12,4b036ed4-b2d1-4a41-81c7-7751ec8104f9,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,121,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,121,1331
17/03/19 02:57,6c7439eb-e86f-4763-a79a-eef2b8392e68,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,280,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,280,3360
17/03/19 04:16,fadcd83f-f27e-4467-b986-3233de0714c7,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,239,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,118,708
14/02/19 09:17,e9525721-95ad-4d27-9029-a1cadc52aa2e,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,119,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,119,952
14/02/19 22:40,d2026536-b017-4e66-91a3-ce05202fedb8,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,263,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,263,3156
14/02/19 22:42,c9ca92ed-a32e-46db-a6ef-60fe0cd7c0db,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,204,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,204,1428
15/01/19 22:04,6bcb24df-241f-4313-a986-1e88fc2c2319,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,144,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,144,576
16/01/19 01:08,492a8270-b3c5-4573-8577-52be2407e7b9,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,118,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,118,944
16/01/19 05:58,9a141bde-9a8f-4ca6-b446-853a7e275dcd,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,314,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,143,1573
16/12/18 14:44,b73ba9aa-19e3-4b42-86bf-802564e56484,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,195,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,158,632
16/12/18 18:36,93ff2f23-8095-4bab-a524-3f4c73a97cb9,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,152,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,116,1276
17/12/18 05:08,bef2b093-c9db-4113-9049-2ccf81f3d7bc,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,135,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,97,776
16/11/18 10:09,799fca2b-f73d-4fb2-a647-5e6829182a75,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,334,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,334,4008
17/11/18 01:10,1c11805f-a6ac-4b51-8e62-15dd96dd570b,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,110,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,110,880
17/11/18 02:39,94be7994-b063-4f15-a045-34eb5b7e889a,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,232,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,208,1456
17/10/18 14:36,1cd11ea2-11f1-4dd2-9c58-795354d5e5f9,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,141,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,141,846
17/10/18 17:20,4446739b-9a4f-4fe3-b5d4-51d2b780bf44,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,67,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,67,536
17/10/18 23:30,1d3a2166-ece9-4448-9ba0-cfcc595c7b24,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,186,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,186,2232
17/09/18 08:36,20ef6e3f-c003-4b42-a5b5-63672a7b44f8,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,216,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,209,1463
18/09/18 02:24,5864ea6d-b64b-4e93-9085-92ac9168814c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,260,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,184,2208
18/09/18 03:16,19dfbfc4-2ed8-48f8-8fa7-635fcf8dd825,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,108,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,108,864
18/08/18 18:47,cca5e600-7f6a-4bd9-86fa-678889ad302c,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,264,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,216,864
19/08/18 05:07,010191a9-961b-49fe-8a25-18b37a73a5aa,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,96,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,96,768
19/08/18 05:55,431a8c7d-4af1-4b85-885b-4b4d953ef29b,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,367,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,169,1859
19/07/18 16:16,2bd97f3f-2189-4c14-907a-0a0522bb08db,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,278,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,278,1112
20/07/18 01:09,9700d9a2-539f-4716-8867-682d4f33146f,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,66,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,66,528
20/07/18 02:40,def11284-0fb1-45df-a163-c0a7ff3fbe65,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,359,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,148,1628
19/06/18 06:53,9f397798-e130-499b-aedb-6c3b1feb6aa2,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,282,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,271,1084
19/06/18 23:18,b92c5ed5-d2d7-4051-9bd1-b4d856160b6d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,72,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,72,576
20/06/18 05:34,e85333c9-289a-48c9-aeb2-482a4a3d3023,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,241,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,241,2651
20/05/18 12:09,9dc2457b-d9b6-4727-a058-13b83569f43d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,135,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,135,1080
21/05/18 05:36,c109d4c1-ef52-4f09-ba7c-2a812b251d1b,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,277,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,264,1056
21/05/18 05:36,5c224456-ccef-4a57-8a06-c98ba30488a6,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,294,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,153,1683
